County,Population,incidenceRate,medIncome,povertyPercent,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PctMarriedHouseholds,PctNoHS18_24,PctHS18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctUnemployed16_Over,PctPrivateCoverage,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,deathRate
"Madison County, Mississippi",103465,460.5,66671,13.1,37,35.4,37.8,2.65,51.2302261,15.4,22.5,10.9,16,26.7,5.4,75.2,51.2,26.6,13.5,56.73240055,38.23775973,2.318317,1.872218119,292.5
"McDonald County, Missouri",22643,334,34863,22.2,37,36.1,37.8,2.71,52.00769416,32.4,29.3,3.7,34.2,8.4,8.7,50.7,34.7,37,22.8,89.43900189,1.541976014,1.37503844,0.751219084,201.2
"Mobile County, Alabama",415395,475.8,42943,19.6,37,35.7,38.3,2.62,44.46454977,19.7,32.2,8.1,32.8,14.6,9.8,62.4,41.6,35.1,20.6,60.00371755,35.04517792,1.966923435,0.671332115,205.1
"Pontotoc County, Mississippi",30908,468.2,40198,17.7,37,35,39.2,2.87,50.87269968,14.9,30.8,6.4,34.7,9.5,6.6,56.6,38.6,35.1,21,79.54582692,15.17514828,0.344070518,3.630763181,180.8
"Santa Cruz County, California",274146,450.4,64257,16.1,37,35.9,38.3,2.72,47.95784899,8.5,21.9,8.7,15.5,23.2,7.6,68.3,45.6,29.9,17.8,80.54538432,0.941406279,4.403256115,8.990337124,145.4
"Somerset County, Maryland",25768,511.9,38376,25.5,37,36.2,38.6,2.26,37.85330948,12.6,24.6,1.2,43.2,9.1,8.2,56.2,37.3,46.8,30.8,52.74441878,41.78598922,1.058506543,1.454965358,216.5
"Tipton County, Tennessee",61870,484.6,52339,15.4,37,36,38.1,2.82,54.51216686,14.8,44.9,3.7,39,9.6,10.6,67.8,46.5,32,18.9,78.18529688,18.15513831,0.760450109,0.251321464,208.4
"Winchester city, Virginia",27284,401.9,44537,13.4,37,35.3,39.7,2.47,38.67835596,8.9,30.6,6.7,30.4,15.3,6.7,65.6,42.7,29,15,80.64266784,10.62279152,2.399882214,2.723792697,192.8
"Carroll County, Kentucky",10699,503.6,43615,20.4,36.9,35.3,38.8,2.63,45.73721163,18.5,60.8,4.7,44,6.3,13.2,54.9,42.3,39.3,25.2,92.73314866,2.576177285,0.073868883,2.336103416,217.3
"Carver County, Minnesota",98741,372,88500,4.8,36.9,36.1,37.6,2.76,64.90514511,13.1,26.7,14.5,21.2,32,3.8,87.5,68.6,17,7.4,93.04706681,1.187901583,2.522070731,0.607010395,148.8
"Cumberland County, New Jersey",155854,511.3,45438,19.5,36.9,35.6,38.8,2.86,43.66264295,17.6,40.9,7.5,39.4,10.5,11.1,59.4,43.4,38.4,24,63.05218582,20.47441653,1.346833508,10.27796351,189.6
"Emanuel County, Georgia",22708,438.2,30119,32.7,36.9,35.1,38.8,2.68,41.49092693,19.7,38.1,4.6,40.2,6.1,13.2,43.4,29.7,43.1,29.4,61.08838151,34.09000924,0.347543003,2.789142581,205
"Essex County, New Jersey",797434,450.6,54603,16.7,36.9,35.4,38.4,2.77,39.00426129,13.7,29,11.1,28.7,19.8,13,59.9,46.3,31.7,21.1,41.9237275,39.89456916,4.912652585,10.20503809,161.8
"Greene County, Mississippi",13522,355.4,39615,23.6,36.9,36.3,39.6,2.59,52.53588517,20.9,39.9,1.8,36.7,5.6,12.6,54.9,36.4,39.2,23.3,72.04331517,25.81215939,0,0.375115012,171.2
"Guilford County, North Carolina",517600,500.9,44828,17.3,36.9,35.7,37.9,2.46,43.52861582,12.6,25.5,10.9,24.6,22.4,8.8,65.3,46.2,30,18.5,56.7557221,33.37615414,4.4290921,2.759869998,163.9
"Honolulu County, Hawaii",998714,425.2,73985,9.8,36.9,35,39,3.06,52.71316077,7,36.7,9.1,26.4,21.6,5.6,79.2,47.3,30,13.8,21.73163798,2.63173938,42.61942454,0.915383193,135
"Hopewell city, Virginia",22378,547.6,40122,19.5,36.9,34.9,38.1,2.53,30.50769584,31.5,36.5,5.2,38.3,8.1,12.8,62,39.9,38.8,21.9,52.70434041,38.08519233,1.463261367,4.241662552,244.9
"Howard County, Texas",37206,441.6,47299,17.5,36.9,36.6,37.2,2.73,47.82259504,20.3,30.3,4,31.3,9.3,6.4,61.5,41.8,31.7,17.7,83.61168813,5.841296219,0.933388727,5.337210913,181.9
"Rankin County, Mississippi",149039,483.7,58368,11.1,36.9,35.9,37.9,2.62,54.32342007,15.2,26.8,12.1,26.9,18.7,5.4,73.1,52,26.8,13,77.11176675,19.68915448,1.223758355,0.673203371,157.3
"Rosebud County, Montana",9398,490.7,50751,20.5,36.9,38,36.1,2.81,52.04855842,14.9,44.9,3.9,32.7,14.8,10.6,59,40.3,27.7,14.2,61.01368691,0.203165098,0.588109495,1.21899059,164.6
"Sebastian County, Arkansas",127780,429.4,39907,22.1,36.9,35.8,38.3,2.53,47.87510841,15.8,36.4,5.3,31.9,13.1,6.1,58.1,39.8,37.9,22.7,81.4076827,6.285700816,4.388990595,2.247923754,187.5
"Shelby County, Texas",25402,403.3,35772,22,36.9,36.3,38.2,2.72,47.5308642,26.9,30.9,8.6,35.7,9.6,7.9,48.7,31.7,36.2,22.3,79.35082604,17.63654033,0.882410107,1.321671526,193.9
"Todd County, Kentucky",12531,453.4,40002,19.3,36.9,36.1,38.2,2.7,52.7479746,19.3,44.2,1.4,41.9,6.3,8.5,52.5,31.8,39.6,24.4,85.81922708,8.455764931,0.047908017,4.175982114,183.7
"Walla Walla County, Washington",60338,442.5,49819,15.7,36.9,35.5,39.1,2.5,49.3270649,13.7,29.2,5.6,22.6,16.4,6.4,65.7,40,38,18.8,86.23882396,1.649198004,1.617386063,5.63573653,162.8
"Weakley County, Tennessee",33960,443.1,36205,21.5,36.9,35.1,39.4,2.32,49.54671736,3.9,21.6,5.1,39.8,13.6,11.2,69.2,44.1,35,17.8,88.39750109,9.103588552,0.145285486,0.636350429,205.4
"Aleutians West Census Area, Alaska",5702,201.3,68387,9.9,36.8,38.8,32.9,3.59,42.88224956,11.3,52.1,7,37,10.3,2.1,69.1,58.3,11.2,6.2,31.56228008,4.732582688,37.15693174,5.295566502,203.3
"Brown County, Wisconsin",258718,479.1,54141,12,36.8,35.7,37.9,2.46,49.80425278,16.8,28.7,9,31.3,20,6.1,72.5,54.6,30,17.2,86.45045286,2.359873899,3.026496072,2.879666453,158.6
"Buchanan County, Missouri",89100,469.6,45431,17.8,36.8,35.6,38.3,2.58,44.6376899,18.3,37.5,6,36.8,13,7.5,65.2,44.5,33.5,17.9,88.80986144,5.225488773,0.867565123,1.035048738,189.9
"Burleigh County, North Dakota",92991,438.9,66734,8.2,36.8,35.4,38.2,2.3,50.32513963,7.9,33.2,10.2,24.5,23.5,2.3,83.5,58.4,22.9,8.3,92.31152874,0.913593961,0.68009476,0.310576607,141.6
"Butte County, California",225411,489.2,42302,21.9,36.8,35.2,39.1,2.55,42.75182259,8.5,25,7.9,22.6,17.5,12.1,58.5,35.9,42.3,24,83.30547618,1.432846282,4.309322262,3.278607502,178.7
"Caribou County, Idaho",6770,431.8,55770,11.5,36.8,36.1,37.5,2.57,64.00613968,9.8,30.9,3.7,35.5,14.6,1.5,78.4,51.8,28.3,11.6,98.38425382,0.102820212,0.161574618,1.086956522,184.5
"Dale County, Alabama",49565,459.6,41940,22.4,36.8,34,39.4,2.56,48.51193606,15.8,37.7,8.1,32.2,10.8,10.9,65.6,30.7,36.7,18,74.66409979,19.6486584,1.179160149,1.189187021,189.1
"Jackson County, North Carolina",41265,458.4,38130,23.5,36.8,34.8,38,2.33,46.28352971,4.7,15.1,5.4,27.6,17.5,6.2,65.1,40.8,32.9,16.2,83.30638048,3.092227776,0.867391944,1.604920122,177.2
"Johnson County, Kansas",580159,367,76104,6.6,36.8,35.6,38.1,2.56,55.46135117,11.5,25,17.1,15.2,33.6,4.5,84,63,18.9,8,86.91210873,4.488774095,4.460193291,0.918290656,146.8
"Noxubee County, Mississippi",11043,423.5,28730,31.3,36.8,34.3,40,2.69,39.93115318,21.2,33.6,6.7,30.5,7.3,19,41.5,22.2,49.2,30.5,27.76631069,71.93753926,0,0.143587903,204.2
"Okaloosa County, Florida",198664,430.2,55952,12.4,36.8,35,38.8,2.5,49.7916778,13.3,32.7,7.6,26.2,17.8,6.9,69.8,27.4,31.1,14,79.33280274,9.144961688,2.93231792,2.908389124,182.8
"Orange County, New York",377647,503.5,69228,13.4,36.8,34.9,38.6,2.9,54.25001996,13.2,31.5,9.1,29.3,17.2,7.3,71.9,54.5,31.1,17.9,75.09536901,10.05636894,2.59574196,8.511018051,173.6
"Peoria County, Illinois",186221,509.6,52448,16.7,36.8,35.5,38.3,2.39,43.42926195,12.5,25,11.4,28.6,18.2,8.7,68.1,48.5,36.5,21.7,73.95730899,17.53067681,3.685493181,1.397558681,194.4
"Santa Clara County, California",1918044,420,97219,8.5,36.8,35.9,37.8,2.95,56.30311056,10.6,25.8,16.8,15.2,26.1,7.7,74.1,57.3,24.8,14.2,48.30471231,2.585982167,33.76090451,9.834279814,135
"Socorro County, New Mexico",17256,404.4,32285,31,36.8,33.9,42.8,3.43,36.04204568,21.6,31.9,7.5,33.4,10.6,7.3,50.5,31.9,47.1,29,80.99348348,0.74882817,0.69738196,5.744826798,167.8
"Stone County, Mississippi",18070,506.8,41136,19.5,36.8,35.4,39.1,3,56.29770992,13.2,34.6,6.1,34.4,10.4,9.7,55.8,37.3,37.4,23,78.69062187,19.19012126,0.150183558,0.022249416,214.2
"Wilkinson County, Mississippi",9122,437.7,27596,32.5,36.8,35.6,42.9,2.6,36.05484575,28.5,40.8,7.3,36.1,10,9.7,42.3,27.9,48.2,32,28.87105404,70.65810594,0,0.470840021,219.7
"Cook County, Georgia",17124,483.1,32408,26.1,36.7,35.6,37.5,2.74,51.46987169,27.4,41.1,1.1,39.5,8,6.6,45,28.9,38.4,24.8,69.13638232,27.6991722,0.293547819,1.567545353,183.4
"Grant County, Kentucky",24757,513.7,46226,16.9,36.7,35.3,37.7,2.91,56.81681682,10.5,48.3,5.1,44.8,7.7,6.8,67.3,50.1,34.5,18.4,94.85610053,0.31617349,0.024321038,2.375354682,205.4
"Jim Hogg County, Texas",5200,385.1,36929,22.5,36.7,31.5,44.1,3.09,55.45023697,31.5,20.3,0,30.2,9.3,16.5,48.4,30.7,37.9,20.6,94.67455621,1.259782401,0,3.054017942,202.2
"Johnson County, Texas",159990,444.7,55926,13.3,36.7,35.8,37.6,2.84,59.80441464,19.2,37.6,4.8,31.7,12.4,7.3,61.2,45.6,26.8,16.5,91.93824381,2.575104535,0.819556127,1.545834674,185
"Laramie County, Wyoming",97121,438.5,57192,10.8,36.7,35.2,38.2,2.51,51.75899609,13.6,36,6.4,26.3,17.8,5,74.6,47.9,27.8,12.2,87.85929101,2.909955884,1.165239807,3.984030347,156.1
"Lee County, Georgia",29202,520.4,64533,11.8,36.7,35.9,37.3,2.76,61.04842736,22.6,23.2,10,28.6,13.7,7.2,73.5,52.2,24.5,14.1,75.03972915,19.8991225,2.318109583,0.72894355,192.8
"Meade County, Kentucky",27924,538.4,52377,12.6,36.7,36.9,36.5,2.73,59.26801589,20.1,47.6,3.2,39.8,8.4,11.5,67.9,36,35.6,17.3,92.13347996,3.883428414,0.814488968,0.350539556,225.1
"Olmsted County, Minnesota",151436,355.5,69430,9.8,36.7,35.8,37.7,2.52,53.62614208,14,27.3,16.6,20.9,23.8,4.1,80.4,60.9,26.4,12.5,85.5885596,5.106362952,5.864081325,0.79671364,142.2
"Pike County, Mississippi",39956,506.1,30078,30.5,36.7,34.6,39.2,2.65,39.61676485,26.7,32.6,0.5,34.5,10.1,9.5,50.8,30.8,46.2,28,45.61946351,52.47161572,0.426699938,0.551466001,215.8
"Spotsylvania County, Virginia",130475,449.4,75714,9.2,36.7,35.7,37.8,2.97,61.33152745,11.8,40.1,10.8,31.7,17.9,6.2,78.3,53.8,21.9,9.4,74.25660383,15.97215152,2.534242821,3.81467762,172.5
"St. Martin Parish, Louisiana",53835,499.7,46713,18,36.7,35.5,37.7,2.77,50.31750197,19.8,37.3,0.6,42.1,9.4,7.2,60.9,40.7,36.3,21.3,65.83781952,29.74249896,1.033392313,0.739750781,198.1
"Sumter County, Alabama",13103,433.9,25413,38.1,36.7,36,38.7,2.61,29.86500519,10.6,16.5,5.5,40.5,9.8,16.8,46.5,26.1,46.6,26.2,24.99812608,72.44584364,1.694025935,0.17240087,216.2
"Tate County, Mississippi",28296,474.6,40975,18.5,36.7,34.7,38.3,2.67,46.8612555,19.8,30.6,1.7,29.6,11.3,10,60.6,40,36.3,20.6,67.07372866,30.78303713,0.362484603,0.464543375,215.5
"Vermilion Parish, Louisiana",59875,529.1,45331,18.3,36.7,35.6,37.7,2.69,48.38043678,25,42.1,5.6,41,9.6,8.5,60.1,40.6,36.7,21.8,81.09964473,14.13973947,2.087633226,0.306208763,180.3
"Wayne County, Mississippi",20566,431.7,35425,24.7,36.7,35.3,38.2,2.67,50.85190039,23,29.9,3.1,36.4,8.8,9.4,49.2,35.1,44.7,29.7,59.1032873,38.97588018,0.350126435,0.389029372,209.4
"Wayne County, North Carolina",124132,458.6,36890,23.3,36.7,34.4,39.1,2.56,44.50241952,18,31.3,4.8,29.7,13,12.4,58.7,30,40.2,23.3,57.2691086,31.32805275,1.156366853,7.007357967,191.3
"Baker County, Florida",27420,475.3,47121,19.6,36.6,35.5,38,3,56.27056673,17.9,51.7,7.6,43.8,7.5,8.9,64.3,46.1,32.6,19.4,83.46784596,14.51262207,0.597014925,0.814446287,206.1
"Bedford County, Tennessee",47183,461.5,42252,19.1,36.6,35.9,37.4,2.72,54.33287483,17.1,42.3,5.1,41.2,9.5,7.7,59.9,38,38.8,22.7,83.76027487,7.05432088,0.724133432,4.529639455,184.4
"Caddo Parish, Louisiana",251460,492.8,39812,24.1,36.6,34.8,38.4,2.55,37.397312,22.2,30.3,7,32.9,15,7,56.7,37.4,39,24,47.84919644,47.93909132,1.204748334,0.988843614,199.4
"Clay County, Missouri",235637,492,61598,9.1,36.6,35.6,37.9,2.6,51.22952689,13.3,38.1,11.1,28.9,21,6.1,78.2,58.6,22.8,10.3,86.76077982,5.401087858,2.144026116,1.443820786,176.4
"Columbia County, Georgia",144052,409.8,68067,9.5,36.6,35.4,37.6,2.98,62.82316215,13.9,36.1,9.2,23.8,21.6,7.1,78.8,49.9,22.3,9.6,75.47942792,16.60964436,4.024110892,1.060908637,156.9
"Guadalupe County, Texas",151249,424.4,61825,10.4,36.6,35.4,37.8,2.89,58.54515734,18.7,36.9,5.1,29.7,17,5.7,71.3,43.3,26.2,12,78.66304196,7.183186951,1.649240206,9.097309355,162.9
"Hillsborough County, Florida",1349050,474.5,50758,16.8,36.6,35.5,37.6,2.64,44.25647736,16,28.6,9.8,27.3,19.5,9,61.2,42.8,31.1,19.7,71.13081441,16.63501893,3.691272592,4.938275395,168.9
"Jones County, Mississippi",68215,446.7,37367,24.4,36.6,35.6,37.9,2.71,48.71544318,18.3,30.2,5.2,28.2,10.4,7.4,52.2,35.5,43.6,27.6,69.06379987,28.86958814,0.555099889,0.443786982,178.6
"King George County, Virginia",25515,491.5,76206,7.5,36.6,36.3,37.3,2.96,61.9525003,11.3,43.6,12.4,30.3,19,7.4,83.5,55.6,20.9,7.9,76.6373882,17.95211166,1.287450367,0.481289857,195.7
"Lafourche Parish, Louisiana",98325,467.5,47382,17.6,36.6,35.6,37.6,2.68,51.08732299,17.8,37.7,6,39.1,10.2,7,63.4,44.6,33.4,19.4,79.5422369,13.35227856,0.81355028,1.597349037,198.7
"New York County, New York",1644518,463.9,75459,17.7,36.6,36.1,37.1,2.09,26.66790153,10.5,17.9,32.6,12.6,31.6,7.5,67.3,49.9,31.8,19.7,56.42651428,15.02110761,11.65334055,12.38129078,145.2
"Nobles County, Minnesota",21770,345.3,50684,13,36.6,35.6,37.6,2.71,53.9275695,41.1,29.3,4.7,34.3,10.1,6.9,67.3,42.5,33.3,18.1,80.98399963,3.983953521,5.759210587,7.202471527,138.1
"Saline County, Nebraska",14282,529,51805,10.1,36.6,35.5,37.8,2.61,53.87931034,20,18,7.2,34.7,8.1,3.4,76.3,54,25.7,11.6,91.62256267,0.793871866,2.681058496,3.189415042,181.9
"St. Landry Parish, Louisiana",83848,530.4,32683,30.1,36.6,35.2,37.8,2.68,42.65554216,26.8,50.8,2.4,44.5,9,6.1,56.3,41.4,37.8,24.7,56.36324495,40.86924282,0.392283497,0.480786481,217.8
"Valdez-Cordova Census Area, Alaska",9362,417.3,73998,9.9,36.6,36.4,36.8,3.1,52.05980066,6.3,44.6,4.6,27.2,19.7,10.7,64.4,48.1,20,9.2,73.24529479,0,3.202661953,1.195799106,191.4
"Will County, Illinois",687263,490.7,75176,8.1,36.6,35.7,37.5,3.02,60.70604543,13,33.8,10.9,27,21.2,7.8,77.6,61.8,23.2,13.3,74.80624858,11.08706935,5.003252948,6.280455266,176.4
"Bernalillo County, New Mexico",676685,404.1,47192,18.7,36.5,35.2,37.9,2.52,41.35260379,18.9,25.7,7.2,23.8,17.9,8.4,58.5,39.2,37.7,24.1,71.84702564,2.966719737,2.320819416,14.06276198,147.1
"Burke County, North Dakota",2308,448.3,62875,8.3,36.5,34.3,38.8,2.25,50.30612245,23,30.5,5.9,30.8,14.1,2.3,79.6,47.3,22.4,6.2,97.87137681,0.045289855,0.226449275,0.452898551,166.8
"Charleston County, South Carolina",389262,462.1,52752,16.8,36.5,35.3,38,2.44,41.13486198,10.6,23.3,13.8,21.6,25.9,7.7,68.4,45,28.8,15,67.18136571,28.70685217,1.37783451,0.765880763,173.7
"Chesapeake city, Virginia",235429,458.3,66625,9.8,36.5,35,38.2,2.75,54.73147035,12.2,36.1,9.7,26.5,18.8,7.5,77.9,47.6,24.9,12.4,62.28203694,29.74054753,3.279690895,1.329135607,182.2
"Eddy County, New Mexico",57578,391.3,57007,14.1,36.5,35.3,37.7,2.66,49.8110282,23.4,35.6,2.2,34,10.7,5.8,62.3,44.6,34.9,21.3,89.60119336,1.324562822,0.517603925,5.422260563,170.8
"Jackson County, Missouri",687623,453.1,46185,16.5,36.5,35.3,37.7,2.44,39.58795563,14.2,31.5,13.2,29.1,18.2,7.6,66,46.8,29.7,17.2,66.56640794,23.75103722,1.753254859,4.197354991,188.9
"Jasper County, South Carolina",27824,408.6,37715,24.5,36.5,35.4,38.6,2.85,45.9153381,25.6,40.1,1.9,36.9,10.3,11.9,49.6,30.3,40.8,26.5,48.99996233,43.96399111,0.625258955,4.836340352,179.1
"Lee County, Mississippi",85300,517.1,43374,19.4,36.5,35.2,37.6,2.6,47.92176039,19.5,28.9,6.3,27.5,14.1,7.8,61.8,44.7,36.2,21.8,68.92845383,27.96697869,0.677360177,0.839644386,249.7
"Lincoln County, Missouri",54696,468.8,53804,15.7,36.5,35.8,37.3,2.87,56.57368364,20.7,42.9,7.8,43.4,9.8,9.5,71.9,53.2,28,15.1,94.65923863,1.918291551,0.479108635,0.742804085,191.5
"Multnomah County, Oregon",790294,459.5,53519,18.6,36.5,36.1,36.9,2.41,39.73199772,12.6,24.9,12.2,18.4,25.1,8.8,67,47.1,30.7,18.1,78.20248875,5.460829913,6.866705361,3.06695054,177.1
"Panola County, Mississippi",34167,478.6,34526,25.9,36.5,35.2,37.8,2.81,41.16047144,24.7,40.4,8.7,36.7,10.7,10.3,51.5,34.4,42.9,27.7,48.81447648,50.17601024,0.046548163,0.122188927,224.4
"Passaic County, New Jersey",510916,448.4,58030,18.2,36.5,35.1,37.9,3.09,48.72735839,13.1,32.8,10.3,34.8,17.1,8.6,55.8,43.6,35.3,25,64.2678703,12.60387648,5.298143719,13.241616,159.1
"Plaquemines Parish, Louisiana",23495,458.7,51304,16,36.5,36.6,36.4,2.7,51.06802879,20.6,28.2,3.1,39.3,10.2,4.7,67.4,39.7,29,18.4,69.24869698,20.93309039,3.288274927,2.18229586,180.7
"Santa Cruz County, Arizona",46461,296.2,37465,23.6,36.5,33.5,38.9,3.04,53.67536949,25.2,27.5,5.9,25.3,14.6,11.3,49.5,28,44.6,27.9,79.75484885,0.350519406,0.989951777,17.06498417,132.8
"St. Joseph County, Indiana",268441,459.6,46388,17.2,36.5,35.3,37.6,2.5,46.38007941,13.5,31.9,10.2,31.2,16.9,8.5,68.4,50,30.2,17.1,79.52859912,12.9214282,2.013126483,2.037074456,180.3
"Whatcom County, Washington",212284,490.9,53733,15.7,36.5,35.6,37.5,2.53,48.06875024,9.4,22.1,7.7,23,21.3,8.2,68.7,44.8,31.9,17.4,85.4703042,0.880733945,3.925156929,2.425881217,163.3
"Angelina County, Texas",88255,499.2,42128,17.9,36.4,35.6,37.5,2.77,51.11663342,14.5,33.8,4.8,31.6,10.1,9.1,54.4,35.7,37.6,22.2,78.43711538,15.09550075,0.966403793,3.437115376,168.3
"Butler County, Ohio",376353,458.9,58558,14.4,36.4,35.2,37.7,2.68,52.67666271,9.5,33.7,7.8,34,18.4,7.2,73.6,56.5,27.7,16,86.03229738,7.785514498,2.670868475,1.001508571,189
"Clark County, Nevada",2114801,419.3,51241,15.6,36.4,35.9,37,2.78,43.81306543,20.2,35.5,4.9,28.8,15.1,10.8,62.9,45.4,27.3,16,63.75048389,10.83685568,9.169756707,10.14589511,167.7
"George County, Mississippi",23373,415.7,44811,17,36.4,35.3,38.6,3.02,56.87324321,18.3,46.7,2.6,40.7,7.6,9,56.2,39.4,35.7,22.5,89.27891274,7.929362881,0.683864266,0.895948753,210.5
"Hansford County, Texas",5610,448,50698,12.7,36.4,36.8,36,2.78,60.59837728,36,31.6,5.5,29.6,15.1,2.3,65.3,43.7,27.1,16.1,94.35150207,0.125921928,0.359776938,3.184025904,129.1
"Kenton County, Kentucky",165012,487,54728,15.5,36.4,35.6,37.4,2.58,45.70992366,16.9,31.9,11.1,29.4,18.6,7.7,70.6,53,29.6,16.7,90.36237708,4.567901992,1.215898704,1.388283939,195.8
"Lafayette County, Florida",8663,380.1,38071,25.6,36.4,34.5,40.2,2.81,54.47252306,37.1,40.7,2.1,36.7,7.8,14.6,51.7,30.8,36.6,22.6,77.320759,18.13430292,0.068174071,3.033746165,208.1
"Liberty County, Texas",79654,401.7,47123,17.4,36.4,35.9,37,2.82,56.02906908,23.6,38.8,0.7,38,6.7,11.5,53.5,41.4,32,20.9,80.7991121,10.6948352,0.667217304,5.788142374,203.2
"Montgomery County, Texas",537559,438.1,70929,10.9,36.4,35.5,37.3,2.88,58.84967501,20.3,32.8,7.4,24.3,21.7,6.1,68.4,51.8,23.3,13.5,86.40590864,3.543473157,2.513201721,3.716577859,164.9
"Morgan County, Colorado",28360,408,47631,13.4,36.4,35.6,37.3,2.67,53.60330103,27,41.8,2.7,32.1,8.9,6.2,62.9,42.9,36.6,21.9,89.98906873,2.609400896,0.412567439,3.230015163,162
"Pulaski County, Arkansas",392664,472.3,45698,16.1,36.4,34.8,37.9,2.49,40.67557054,13,31,11.5,27,20.7,7.5,64.2,43.6,33.7,19.7,58.6265536,35.70146211,2.088546162,1.112781493,182.7
"Rice County, Minnesota",65400,421,60317,13,36.4,35,37.4,2.5,54.56683827,8.8,18.6,3.7,31.8,17.6,5.6,78.4,54.9,25.9,12.2,89.99321888,3.83595845,2.277841137,1.915667478,168.4
"Rio Blanco County, Colorado",6571,407.4,63184,10.9,36.4,35.9,37.1,2.48,60.15310234,15.8,28.9,6.7,33.7,14.3,4.2,72.3,55.1,26,15.9,94.17461263,0.461859356,0,0.491656734,150.7
"Chittenden County, Vermont",161382,463.7,61908,11,36.3,35,38.1,2.36,46.86919273,6.5,15.1,15.9,20.6,29.6,5,77.7,58.6,29.2,15.6,91.5779126,2.383054392,3.245236709,0.403228331,159
"Fremont County, Idaho",12819,383.5,45578,15.1,36.3,35.5,37.2,2.75,69.2651329,19.2,39.2,5.6,34.2,14.9,6,67.4,37.4,32.4,16.5,93.68868289,0.355349556,0.084974894,2.811896485,140.9
"Gooding County, Idaho",15284,460.6,44669,17.1,36.3,35.3,37.2,2.84,59.88361179,23,44.2,4.3,33.1,8.9,3.8,50.5,27.3,37.6,22.4,86.43733999,0.072211646,0.597387251,9.440031511,151.5
"Henry County, Georgia",217739,477.6,60388,13.7,36.3,34.9,37.5,3,54.53251946,19.3,34.5,6,30.5,17.9,10.3,69.1,49.7,26,15.3,52.71237566,39.24883695,3.034343205,1.734180567,175.9
"Lowndes County, Mississippi",59710,445.6,39937,23.6,36.3,35,37.7,2.5,44.66265578,16.1,24.1,10.5,29,14.2,12.6,57.5,35.5,38.5,21.7,53.79654601,43.83323004,0.703529372,0.626476155,185
"Mahnomen County, Minnesota",5457,539.3,39926,19.6,36.3,35.6,37.3,2.71,44.27786107,27.5,41,4.7,37.1,9.8,9.2,47.9,27.7,48.3,30.4,48.76273654,0.564046579,0.436681223,0.709606987,215.7
"Perry County, Alabama",9652,555.6,27403,46.9,36.3,35.3,38.5,2.7,30.20289855,11.1,37.1,2.1,38.6,7.2,11.2,48.9,28.7,48.4,30.2,30.63359235,68.03148037,0.43833433,0.159394302,230.7
"Rockland County, New York",326037,502,83162,14.7,36.3,34.2,38.5,3.17,60.5823533,15.3,27.9,14.9,23,22.2,7.9,66.6,48.8,36,22.4,70.82865589,12.46258045,6.217881555,7.894277304,142.9
"St. Mary's County, Maryland",111413,423.2,84686,8.6,36.3,35.9,36.8,2.79,57.53732709,12.5,28.6,9.5,30.6,17.6,4.8,80.2,53.2,25.2,12.3,79.12401701,14.25365373,2.681226851,0.582954732,181.5
"Boone County, Kentucky",127712,483.6,66939,8,36.2,35.7,36.6,2.77,58.57880964,13,36.9,12,28.1,20.1,5.6,80.2,63.4,21.8,10.4,91.73708242,2.995578452,2.380895062,0.905173451,175.7
"Chambers County, Texas",38863,445.8,77281,10.7,36.2,36.3,36.1,2.84,63.99600553,23.2,44.1,0.9,31.8,13.4,7.8,63.5,50.3,26.5,16.6,84.0702263,7.938041932,1.304662962,3.846876594,183
"Cibola County, New Mexico",27329,375.5,35081,28.8,36.2,35.2,37.8,2.98,39.63436072,27.3,34.1,2.5,36.5,8.4,15.3,40.4,26.7,50.4,35.7,43.37886203,1.015265503,0.624497845,11.0474034,146.5
"Dawson County, Nebraska",23886,409,47366,13.7,36.2,35.7,37,2.71,54.01484866,27,34.6,2.5,33.4,9.7,4.8,68.3,46.4,30.4,16.5,89.22265154,4.661597906,0.070630271,3.639536333,139.7
"Garfield County, Oklahoma",63569,449.4,49136,14.5,36.2,34.9,37.3,2.52,53.62409659,18.7,36.9,15.2,35.6,14.5,5.6,65.4,39.9,34.5,18.7,82.10702341,3.217455621,1.006560329,5.079431438,184.6
"Meade County, South Dakota",26986,408.2,54771,10.4,36.2,34.3,38.3,2.42,58.5480978,17.4,28.1,3,32.3,17.5,2.3,73.4,40.5,29.1,13.2,90.31879004,1.842234942,0.993139002,1.250900269,147.9
"Portage County, Wisconsin",70408,414.5,52075,15.4,36.2,35.2,37.2,2.41,51.06597522,4.4,23.9,7.4,33.7,19.6,7.2,78.7,55.5,28.2,12.9,94.03680145,0.616197183,2.701896865,0.506871876,155.1
"Tattnall County, Georgia",25229,482,34010,28.2,36.2,35.3,38.5,2.46,50.55837563,46.4,27.2,0.6,38,6.9,7.9,57.2,35.2,37.2,20.8,61.03865307,28.98980318,0.343846336,6.61607778,216.4
"Washington County, Mississippi",48130,496.1,30292,35.1,36.2,33.1,38.3,2.69,32.20469411,28.3,33.8,4.8,30.1,12.3,21.7,40.6,25.5,47.1,32.4,27.16418514,71.1630538,0.71314572,0.244449383,241.1
